No.,Nombre_montana,Altura,Score,Vistas,Ubicacion
292,"""Cerro Rico""",5400,81.18%,8745,"""Mendoza,Argentina,SouthAmerica"""
293,"""Cuerno""",5400,83.69%,13047,"""Mendoza,Argentina,SouthAmerica"""
294,"""Nevado Humantay""",5398,70.69%,3183,"""Cusco,Peru,SouthAmerica"""
295,"""Haba Xue Shan""",5396,73.86%,17887,"""Yunnan,China,Asia"""
296,"""Chacaltaya""",5395,87.76%,17552,"""LaPaz,Bolivia,SouthAmerica"""
297,"""Charquini (Ch'iyar Qurini)""",5392,77.48%,12720,"""CordilleraReal,Bolivia,SouthAmerica"""
298,"""Lukpilla Brakk""",5380,80.49%,6995,"""Baltistan,Pakistan,Asia"""
299,"""Pequeño Alpamayo (Condoriri Group)""",5370,89.96%,39338,"""DepartamentoLaPaz,Bolivia,SouthAmerica"""
300,"""Nevado Halancoma""",5367,73.06%,6051,"""Peru,SouthAmerica"""
301,"""Gokyo Peak or Gokyo Ri""",5357,92.25%,40680,"""Khumbu,Nepal,Asia"""
302,"""Nevado Diablo Mudo""",5350,93.51%,20340,"""Ancash,Peru,SouthAmerica"""
303,"""Tarija Peak""",5344,81.18%,10843,"""LaPazarea-Tuni,Bolivia,SouthAmerica"""
304,"""KshitiDhar""",5334,69.64%,5633,"""Manali,H.P.,India,India,Asia"""
305,"""Ritacuba Blanco""",5330,83.69%,22053,"""Boyacá,Colombia,SouthAmerica"""
306,"""Maparaju""",5326,86.66%,16436,"""Huaraz-Ancash-CordilleraBlanca,Peru,SouthAmerica"""
307,"""Nevado Del Ruiz""",5325,80.24%,36741,"""Colombia,SouthAmerica"""
308,"""Esfinge, La (The Sphinx)""",5325,83.09%,45132,"""CordilleraBlanca,Peru,SouthAmerica"""
309,"""Tunupa""",5321,73.91%,7146,"""Potosi,Bolivia,SouthAmerica"""
310,"""Cerro Rincon""",5315,89.1%,17915,"""Mendoza,Argentina,SouthAmerica"""
311,"""Austria Peak""",5315,86.24%,14679,"""LaPazarea-Tuni,Bolivia,SouthAmerica"""
312,"""Mount Foraker""",5304,93.29%,66618,"""Alaska,UnitedStates,NorthAmerica"""
313,"""Barah Broq  Trek ,(Moses peak)""",5300,74.66%,10736,"""GilgitBaltistan,Pakistan,Asia"""
314,"""Ritacuba Negro""",5290,78.27%,10792,"""Boyacá,Colombia,SouthAmerica"""
315,"""Otyaipy""",5285,77.41%,3303,"""SiChuan,China,Asia"""
316,"""Nevado del Tolima""",5274,87.66%,31227,"""Colombia,SouthAmerica"""
317,"""Wanda Peak (Cerro Wanda)""",5271,78.27%,3980,"""Argentina,SouthAmerica"""
318,"""Illiniza Sur (Iliniza Sur)""",5263,95.24%,47702,"""Ecuador,SouthAmerica"""
319,"""Nevado Chucura""",5260,87.31%,6619,"""Arequipa,Peru,SouthAmerica"""
320,"""San Andres""",5259,74.83%,4827,"""Ticlio,Peru,SouthAmerica"""
321,"""Gangshika""",5254,73.59%,6326,"""Qinghai,China,Asia"""
322,"""Cerro Catedral""",5254,96.51%,11174,"""Argentina,SouthAmerica"""
323,"""Trabante II""",5250,89.01%,7589,"""SanJuan,Argentina,SouthAmerica"""
324,"""Gyaphelri""",5249,76.16%,7393,"""Tibet,China,Asia"""
325,"""Wila Llojeta""",5244,75.81%,5120,"""LaPaz,Bolivia,SouthAmerica"""
326,"""Piramide Blanca""",5230,84.73%,9959,"""Bolivia,SouthAmerica"""
327,"""Iztaccihuatl""",5230,99.32%,148363,"""Puebla,Mexico,NorthAmerica"""
328,"""Volcan Sangay""",5230,81.17%,25961,"""MoronaSantiago,Ecuador,SouthAmerica"""
329,"""Mount Lucania""",5226,92%,38267,"""Kluane/YukonTerritories,Canada,NorthAmerica"""
330,"""Cerro Jello Jello""",5220,84.82%,4178,"""Arequipa,Peru,SouthAmerica"""
331,"""Gutum Talji""",5220,92.59%,5963,"""NorthernAreas,Pakistan,Asia"""
332,"""Dychtau""",5204,94.24%,47779,"""Bezengi,Caucasus,Russia,Europe"""
333,"""Vinicunca - Rainbow Mountain""",5200,0%,1740,"""Cusco,Peru,SouthAmerica"""
334,"""Taweche Towers""",5200,79.78%,7325,"""Nepal,Asia"""
335,"""El Cóncavo (Cerro Cóncavo)""",5200,77.48%,9632,"""Boyacá,Colombia,SouthAmerica"""
336,"""Mount Kenya""",5199,98.5%,136629,"""Kenya,Africa"""
337,"""Shkhara""",5193,95.59%,77162,"""Svaneti/Kabardino-Balkaria,Georgia,Russia,Europe"""
338,"""Cerro Santa Rosa""",5192,76.66%,2226,"""Peru,SouthAmerica"""
339,"""Coñocrarna (Quñuqranra)""",5181,0%,293,"""Ancash,Peru,SouthAmerica"""
340,"""Cerro Lucmani""",5158,82.48%,4723,"""Arequipa,Peru,SouthAmerica"""
341,"""Dangmachan""",5157,74.57%,5337,"""India,Asia"""
342,"""Koshtan""",5151,92.32%,27863,"""Bezengi,Caucasus,Russia,Europe"""
343,"""Pan de Azúcar""",5150,79.78%,13656,"""Boyacá,Colombia,SouthAmerica"""
344,"""Mawenzi""",5149,84.27%,36589,"""Arusha,Tanzania,Africa"""
345,"""Surya Peak""",5145,72.08%,3072,"""Nepal,Asia"""
346,"""Ararat""",5136,94.25%,60176,"""erzurum,Turkey,Asia"""
347,"""Illiniza Norte (Iliniza Norte)""",5126,94.23%,65262,"""Ecuador,SouthAmerica"""
348,"""Energia""",5120,82.92%,10169,"""Tajikistan,Asia"""
349,"""Santa Isabel - Poleka Kasue""",5110,77.48%,14513,"""Caldas,TolimayRisaralda,Colombia,SouthAmerica"""
350,"""Mt. Stanley""",5109,95.65%,59203,"""Uganda,Africa"""
351,"""Tazeem Peak (Kohistan Valley)""",5100,70.52%,1396,"""ISB,Pakistan,Asia"""
352,"""Cerro Lomas Amarillas""",5100,75.5%,10895,"""Mendoza,Argentina,SouthAmerica"""
353,"""Púlpito del Diablo (El Cocuy)""",5100,80.06%,14743,"""Colombia,SouthAmerica"""
354,"""Sentilo""",5100,82.98%,10318,"""Ancash(CordilleraBlanca),Peru,SouthAmerica"""
355,"""Nangkartshang Peak""",5083,84.82%,15229,"""Khumbu,Nepal,Asia"""
356,"""Cerro San Antonio Este""",5079,71.71%,2600,"""Peru,SouthAmerica"""
357,"""Pucaccacca""",5073,79.04%,1635,"""Peru,SouthAmerica"""
358,"""Cerro Cunurana""",5071,84.82%,3337,"""Potosi,Bolivia,SouthAmerica"""
359,"""Zamok""",5070,79.78%,8189,"""Tajikistan,Asia"""
360,"""Mount Kazbek""",5033,94.58%,76901,"""Caucasus,Georgia,Europe"""
361,"""Carihuairazo""",5020,81.16%,25512,"""Ecuador,SouthAmerica"""
362,"""Tungurahua""",5016,89.07%,37892,"""Tungurahua,Ecuador,SouthAmerica"""
363,"""Cerros Kari Kari""",5010,73.84%,3195,"""Potosi,Bolivia,SouthAmerica"""
364,"""Bonete""",5004,88.61%,21389,"""Mendoza,Argentina,SouthAmerica"""
365,"""La Aguja""",5000,71.17%,4668,"""Colombia,SouthAmerica"""
366,"""Mount Blackburn""",4996,90.08%,35164,"""Alaska,UnitedStates,NorthAmerica"""
367,"""Cerro Jorquencal""",4994,80.49%,4966,"""Chile,SouthAmerica"""
368,"""Pik MC""",4986,79.04%,11675,"""Pamir-Alaj,Kyrgyzstan/Tajikistan,Asia"""
369,"""Lenana""",4985,91.97%,46964,"""Nanyoki,Kenya,Africa"""
370,"""Pakhkamber""",4958,75.81%,4351,"""Tajikistan,Asia"""
371,"""Leonera""",4954,71.63%,8818,"""RegiónMetropolitana,Chile,SouthAmerica"""
372,"""Cerro Azulcocha""",4950,70.36%,2591,"""Peru,SouthAmerica"""
373,"""Cerro Llaucha""",4950,80.49%,1345,"""Peru,SouthAmerica"""
374,"""Pachatusan""",4950,78.77%,8828,"""Cuzco,Peru,SouthAmerica"""
375,"""Pik Laetitia""",4948,73.06%,2937,"""Kyrgyzstan,Asia"""
376,"""Cotacachi""",4939,82.27%,21111,"""Ecuador,SouthAmerica"""
377,"""Tetnuld""",4920,86.14%,16086,"""Georgia,Europe"""
378,"""Cerros de la Plaza""",4920,72.06%,3248,"""Boyacá,Colombia,SouthAmerica"""
379,"""Pik Petrovski""",4910,79.04%,19865,"""TransAlai,Pamir,Kyrgyzstan,Asia"""
380,"""Pik Becherovka (Pik 4905m)""",4905,76.2%,9863,"""Kyrgyzstan,Asia"""
381,"""Mount Vinson""",4892,93.77%,32187,"""Antarctica"""
382,"""Siete Hermanos""",4890,77.48%,4142,"""Chile,SouthAmerica"""
383,"""El Portillo""",4887,86.85%,7328,"""Mendoza,Argentina,SouthAmerica"""
384,"""Carstensz Pyramid""",4884,71.06%,243,"""papua,Indonesia,Asia"""
385,"""Carstensz Pyramid (Puncak Jaya)""",4884,93.25%,66460,"""IrianJaya(OrPapua),Indonesia,Oceana"""
386,"""Pico Bonpland""",4883,76.23%,7672,"""Merida,Venezuela,SouthAmerica"""
387,"""Cerro (Pico) Franke""",4880,73.06%,12175,"""Mendoza,Argentina,SouthAmerica"""
388,"""Cráter de La Olleta""",4877,81.17%,13974,"""Colombia,SouthAmerica"""
389,"""Toti""",4875,78.47%,5745,"""Colombia,SouthAmerica"""
390,"""Sincholagua""",4873,91.75%,15019,"""Cotopaxi,Ecuador,SouthAmerica"""
391,"""Sumantri""",4870,88.19%,14154,"""Indonesia,Oceana"""
392,"""Gestola Peak""",4860,81.17%,4042,"""Georgia,Russia,Europe"""
393,"""Pico Jahn""",4855,76.11%,6666,"""Merida,Venezuela,SouthAmerica"""
394,"""Alam Kooh""",4850,96.16%,51268,"""Mazandaran,Iran,Asia"""
395,"""Cerro Rico""",4816,72.21%,6970,"""Potosi,Bolivia,SouthAmerica"""
396,"""Sabalan""",4811,79.46%,22452,"""Ardabil,Iran,Asia"""
397,"""Mont Blanc""",4808,99.93%,365231,"""Haute-Savoie/Aosta(MontBlanc),France/Italy,Europe"""
398,"""Alam Kooh Shakhak Number 1""",4795,89.88%,19276,"""Mazandaran,Iran,Asia"""
399,"""Guagua/Rucu Pichincha""",4794,93.1%,55707,"""Pichincha,Ecuador,SouthAmerica"""
400,"""Corazón""",4791,82.82%,28045,"""Pichincha,Ecuador,SouthAmerica"""
401,"""Cerro Huacrish""",4790,79.04%,1768,"""Peru,SouthAmerica"""
402,"""Pik Emma""",4783,74.92%,2911,"""Kyrgyzstan,Asia"""
403,"""Nevado Puracé""",4780,79.04%,12222,"""Colombia,SouthAmerica"""
404,"""Volcán Cumbal""",4764,72.43%,4357,"""Nariño,Colombia,SouthAmerica"""
405,"""Klyuchevskaya Sopka""",4750,92.67%,44083,"""KamchatkaPeninsula,Russia,Asia"""
406,"""Volcán Chiles""",4748,77.48%,9004,"""Carchi,Ecuador,SouthAmerica"""
407,"""Piedras Blancas""",4748,72.08%,3745,"""Merida,Venezuela,SouthAmerica"""
408,"""Monte Bianco di Courmayeur""",4748,96.12%,33060,"""MonteBianco,Aosta,Italy,Europe"""
409,"""Mount Slaggard""",4742,88.61%,15739,"""Kluane,YukonTerritory,Canada,NorthAmerica"""
410,"""Puncak Trikora""",4730,72.08%,9399,"""Papuaprovince,Indonesia,Oceana"""
411,"""Rumiñahui""",4721,81.18%,26354,"""Cotopaxi,Ecuador,SouthAmerica"""
412,"""Koh-i-Tej""",4715,83.1%,10986,"""Panjshir,Afghanistan,Asia"""
413,"""Mount Ushba""",4710,99.73%,92086,"""Caucasus,Georgia,Europe"""
414,"""Bargoon Zoon""",4700,0%,380,"""Khyberpakhtunkhwa,Pakistan,Asia"""
415,"""Nevado de Toluca (Xinantecatl)""",4691,91.55%,73631,"""Mexico,Mexico,NorthAmerica"""
416,"""Sierra Negra""",4680,86.5%,31291,"""Puebla,Mexico,NorthAmerica"""
417,"""Khersan Peaks &amp; Viran Kooh""",4680,86.37%,11238,"""Mazandaran,Iran,Asia"""
418,"""Cerro Placas""",4672,77.48%,1068,"""Chile,SouthAmerica"""
419,"""Pico Pan de Azúcar""",4660,77.92%,5809,"""Mérida,Venezuela,SouthAmerica"""
420,"""Takhte Soleyman""",4659,91.96%,22869,"""Mazandaran,Iran,Asia"""
421,"""Dufourspitze/Punta Dufour""",4634,98.57%,129545,"""Valais,MonteRosamassif,Switzerland,Europe"""
422,"""Imbabura""",4630,87.31%,33893,"""Imbabura,Ecuador,SouthAmerica"""
423,"""Mifes""",4620,75.93%,6799,"""Merida,Venezuela,SouthAmerica"""
424,"""Weismann Peak""",4619,0%,1476,"""KaseseDistrict,Africa"""
425,"""Nordend""",4609,93.58%,41324,"""SwissItalianborder,Italy/Switzerland,Europe"""
426,"""Siah Sang""",4604,82.48%,11020,"""Mazandaran,Iran,Asia"""
427,"""Chamra Peak""",4593,0%,2104,"""KPK,Pakistan,Asia"""
428,"""Cerro Santa Rosa""",4585,79.78%,5139,"""Arequipa,Peru,SouthAmerica"""
429,"""Marji Kesh""",4580,85.36%,9703,"""Mazandaran,Iran,Asia"""
430,"""Kamen""",4579,0%,648,"""Russia,Asia"""
431,"""Cerro Hermoso""",4576,71.06%,5390,"""Tungurahua-Pastaza-Napo,Ecuador,SouthAmerica"""
432,"""Peak 15000""",4572,84.14%,7870,"""Arequipa,Peru,SouthAmerica"""
433,"""Mount Meru""",4566,92.25%,69159,"""Arusha,Tanzania,Africa"""
434,"""Zumsteinspitze""",4563,92.74%,44600,"""MonteRosa,Italy/Switzerland,Europe"""
435,"""Hamugon""",4560,85.87%,4223,"""Khumbu,Nepal,Asia"""
436,"""Signalkuppe / Punta Gnifetti""",4554,95.67%,72279,"""MonteRosa,Italy,Switzerland,Europe"""
437,"""Dom""",4545,99.8%,90725,"""Valais,Switzerland,Europe"""
438,"""Haft Khan Number 1""",4537,86.37%,11483,"""Mazandaran,Iran,Asia"""
439,"""Ras Dashen""",4533,73.06%,28839,"""AmharaRegion,Ethiopia,Africa"""
440,"""Lyskamm""",4527,98.36%,75776,"""Aosta/Wallis(MonteRosa),Italy/Switzerland,Europe"""
441,"""Chaloon""",4516,88.61%,9149,"""Mazandaran,Iran,Asia"""
442,"""Siah Gook, South""",4510,84.27%,5072,"""Mazandaran,Iran,Asia"""
443,"""Belukha - Uch-Sumer""",4507,93.58%,23655,"""Altai,Russia,Asia"""
444,"""Weisshorn""",4506,95.1%,107230,"""Valais,Switzerland,Europe"""
445,"""Siah Gook, North""",4505,86.37%,13476,"""Mazandaran,Iran,Asia"""
446,"""Täschhorn""",4491,87.06%,44196,"""Valais,Switzerland,Europe"""
447,"""Dena Mountains""",4490,91.94%,17856,"""KohkiloyevaBoyerahmadandSouthEsfahan,Iran,Asia"""
448,"""Pico de Humboldt""",4481,76.42%,6734,"""Texcaltitlán,Mexico,NorthAmerica"""
449,"""Matterhorn - Monte Cervino""",4478,99.99%,377890,"""Valais,Italy/Switzerland,Europe"""
450,"""Siah Kamaan""",4472,82.48%,10144,"""Mazandaran,Iran,Asia"""
451,"""Bazardüzü""",4466,79.86%,13238,"""Azerbaijan,Russia,Europe"""
452,"""Shaneh Kooh""",4465,84.27%,9906,"""Mazandaran,Iran,Asia"""
453,"""Mont Maudit""",4465,95.41%,52934,"""Haute-Savoie/Aosta(MontBlanc),France/Italy,Europe"""
454,"""Cerro Atacazo""",4463,76.66%,12267,"""Pichincha,Ecuador,SouthAmerica"""
455,"""La Malinche""",4462,91.24%,80891,"""Puebla/Tlaxcala,Mexico,NorthAmerica"""
456,"""Tyutyu""",4460,75.81%,5121,"""Russia,Europe"""
457,"""Parrotspitze""",4432,89.01%,28955,"""Piemonte/Wallis(Monte-Rosa-group),Italy/Switzerland,Europe"""
458,"""Kalahoo""",4431,82.48%,10936,"""Mazandaran,Iran,Asia"""
459,"""Ghobi (Piteh Ghar)""",4430,85.87%,6715,"""Mazandaran,Iran,Asia"""
460,"""Misses Tau""",4427,88.19%,14805,"""Bezengi,Caucasus,Russia,Europe"""
461,"""Rostam Nisht""",4426,84.27%,8407,"""Mazandaran,Iran,Asia"""
462,"""Mount Whitney""",4421,100%,793914,"""California,UnitedStates,NorthAmerica"""
463,"""Gardooneh Kooh""",4402,84.82%,10436,"""Mazandaran,Iran,Asia"""
464,"""Mount Elbert""",4401,99.97%,535262,"""Colorado,UnitedStates,NorthAmerica"""
465,"""Mount Massive""",4398,96.98%,183557,"""Colorado,UnitedStates,NorthAmerica"""
466,"""Mount Harvard""",4395,93.64%,101543,"""Colorado,UnitedStates,NorthAmerica"""
467,"""Mount Rainier""",4392,100%,670096,"""Washington,UnitedStates,NorthAmerica"""
468,"""Azad Kooh""",4390,87.08%,17702,"""Mazandaran,Iran,Asia"""
469,"""La Torre""",4389,79.78%,3679,"""Chimborazo,Ecuador,SouthAmerica"""
470,"""Kholeno""",4387,80.82%,16804,"""Tehran,Iran,Asia"""
471,"""Mount Williamson""",4382,96.25%,197828,"""California,UnitedStates,NorthAmerica"""
472,"""Menareh""",4378,83.1%,8126,"""Mazandaran,Iran,Asia"""
473,"""Mount Khüiten""",4374,89.39%,17594,"""Mongolia,Asia"""
474,"""Blanca Peak""",4372,96.92%,135835,"""Colorado,UnitedStates,NorthAmerica"""
475,"""La Plata Peak""",4370,94.98%,91860,"""Colorado,UnitedStates,NorthAmerica"""
476,"""Ortsveri""",4365,87.89%,16899,"""Caucasus,Georgia,Europe"""
477,"""Uncompahgre Peak""",4363,96.25%,110892,"""Colorado,UnitedStates,NorthAmerica"""
478,"""Pik Todo""",4360,84.26%,14830,"""Pamir-Alaj,Kyrgyzstan,Asia"""
479,"""Crestone Peak""",4357,97.27%,103459,"""Colorado,UnitedStates,NorthAmerica"""
480,"""Mount Lincoln""",4356,94.87%,86371,"""Colorado,UnitedStates,NorthAmerica"""
481,"""Dent Blanche""",4356,96.36%,71247,"""Wallis(Valais),Switzerland,Europe"""
482,"""Grays Peak""",4352,97.14%,147196,"""Colorado,UnitedStates,NorthAmerica"""
483,"""Mount Antero""",4351,95.02%,84965,"""Colorado,UnitedStates,NorthAmerica"""
484,"""Cerro Penitentes""",4351,0%,2082,"""Mendoza,Argentina,SouthAmerica"""
485,"""Kholeno The Small &amp; Jhandark Needles""",4350,85.36%,6998,"""Tehran,Iran,Asia"""
486,"""Lyalver""",4350,85.87%,13099,"""Bezengi,Caucasus,Russia,Europe"""
487,"""Torreys Peak""",4349,97.86%,103737,"""Colorado,UnitedStates,NorthAmerica"""
488,"""Quandary Peak""",4348,99.1%,179240,"""Colorado,UnitedStates,NorthAmerica"""
489,"""Castle Peak""",4348,94.54%,72340,"""Colorado,UnitedStates,NorthAmerica"""
490,"""Mian-Se-Chal""",4348,88.19%,10208,"""Mazandaran,Iran,Asia"""
491,"""Mount Evans""",4348,97.44%,154119,"""Colorado,UnitedStates,NorthAmerica"""
492,"""Keeler Needle""",4346,84.82%,32704,"""California,UnitedStates,NorthAmerica"""
493,"""Longs Peak""",4346,99.84%,399166,"""Colorado,UnitedStates,NorthAmerica"""
494,"""Cerro San Francisco""",4345,79.78%,10102,"""RegionMetrópolitana,Chile,SouthAmerica"""
495,"""Mount Wilson""",4343,95.82%,81091,"""Colorado,UnitedStates,NorthAmerica"""
496,"""Bumpari""",4343,78.29%,7774,"""Tibet,China,Asia"""
497,"""White Mountain Peak""",4342,98.22%,255055,"""California,UnitedStates,NorthAmerica"""
498,"""Ludwigshoehe""",4341,88.19%,23635,"""Valled'Aosta/Piemonte-Vercelli/Wallis,Italy/Switzerland,Europe"""
499,"""North Palisade""",4341,93.44%,138339,"""California,UnitedStates,NorthAmerica"""
500,"""Nevado de Colima (Zapotepetl)""",4340,82.57%,47957,"""Jalisco,Mexico,NorthAmerica"""
501,"""Looy Na (Kalchal)""",4340,83.69%,5133,"""Mazandaran,Iran,Asia"""
502,"""Mount Cameron""",4340,94.82%,49999,"""Colorado,UnitedStates,NorthAmerica"""
503,"""Mount Shavano""",4339,91.89%,67378,"""Colorado,UnitedStates,NorthAmerica"""
504,"""Dokhaharan""",4338,81.84%,10482,"""Mazandaran,Iran,Asia"""
505,"""Mount Belford""",4330,91.75%,56303,"""Colorado,UnitedStates,NorthAmerica"""
506,"""Starlight Peak""",4328,86.98%,70228,"""California,UnitedStates,NorthAmerica"""
507,"""Mount Princeton""",4327,93.05%,82157,"""Colorado,UnitedStates,NorthAmerica"""
508,"""Crestone Needle""",4327,98.71%,109135,"""Colorado,UnitedStates,NorthAmerica"""
509,"""Nadelhorn""",4327,92.52%,53166,"""PennineAlps,Valais(Wallis),Switzerland,Europe"""
510,"""Mount Yale""",4327,93.23%,76491,"""Colorado,UnitedStates,NorthAmerica"""
511,"""Borj""",4325,83.69%,12561,"""Tehran,Iran,Asia"""
512,"""Mount Shasta""",4322,100%,621962,"""California,UnitedStates,NorthAmerica"""
513,"""Mount Bross""",4321,89.95%,55011,"""Colorado,UnitedStates,NorthAmerica"""
514,"""Corno Nero""",4321,89.1%,25514,"""Valled'Aosta/Piemonte-Vercelli,Italy,Europe"""
515,"""Mount Elgon""",4321,83.24%,55178,"""Kenya/Uganda,Africa"""
516,"""Crooks Peak""",4320,83.1%,19588,"""California,UnitedStates,NorthAmerica"""
517,"""Kit Carson Mountain""",4317,93.1%,28800,"""Colorado,UnitedStates,NorthAmerica"""
518,"""Hezar Cham""",4317,84.82%,9557,"""Mazandaran,Iran,Asia"""
519,"""Tabeguache Peak""",4317,92.25%,36501,"""Colorado,UnitedStates,NorthAmerica"""
520,"""Mount Oxford""",4316,88.19%,37209,"""Colorado,UnitedStates,NorthAmerica"""
521,"""El Diente""",4316,97.14%,53112,"""Colorado,UnitedStates,NorthAmerica"""
522,"""South Maroon Peak""",4315,97.81%,85110,"""Colorado,UnitedStates,NorthAmerica"""
523,"""Grand Combin""",4314,94.23%,63636,"""Valais,Switzerland,Europe"""
524,"""Mount Sill""",4314,94.72%,142215,"""California,UnitedStates,NorthAmerica"""
525,"""Mount Democrat""",4314,93.84%,71597,"""Colorado,UnitedStates,NorthAmerica"""
526,"""Mount Sneffels""",4313,99.82%,182783,"""Colorado,UnitedStates,NorthAmerica"""
527,"""Capitol Peak""",4309,98.85%,145815,"""Colorado,UnitedStates,NorthAmerica"""
528,"""Dôme du Goûter""",4304,88.19%,34884,"""Savoie,France,Europe"""
529,"""Pikes Peak""",4302,97.09%,199165,"""Colorado,UnitedStates,NorthAmerica"""
530,"""Pico Parra""",4300,78.78%,6496,"""Mendoza,Argentina,SouthAmerica"""
531,"""Windom Peak""",4295,89.39%,57889,"""Colorado,UnitedStates,NorthAmerica"""
532,"""Snowmass Mountain""",4295,96.41%,76992,"""Colorado,UnitedStates,NorthAmerica"""
533,"""Lenzspitze""",4294,96.95%,44844,"""Valais,Switzerland,Europe"""
534,"""Mount Russell""",4294,97.42%,154212,"""California,UnitedStates,NorthAmerica"""
535,"""Mount Eolus""",4292,91.96%,61772,"""Colorado,UnitedStates,NorthAmerica"""
536,"""Challenger Point""",4292,93.26%,55615,"""Colorado,UnitedStates,NorthAmerica"""
537,"""Polemonium Peak""",4292,84.08%,54050,"""California,UnitedStates,NorthAmerica"""
538,"""Missouri Mountain""",4289,90.81%,44745,"""Colorado,UnitedStates,NorthAmerica"""
539,"""Mount Columbia""",4289,86.84%,41005,"""Colorado,UnitedStates,NorthAmerica"""
540,"""Conundrum Peak""",4287,86.24%,39732,"""Colorado,UnitedStates,NorthAmerica"""
541,"""Humboldt Peak""",4287,95.35%,65279,"""Colorado,UnitedStates,NorthAmerica"""
542,"""Mount Bierstadt""",4285,96.9%,139526,"""Colorado,UnitedStates,NorthAmerica"""
543,"""Sunlight Peak""",4285,91.28%,57498,"""Colorado,UnitedStates,NorthAmerica"""
544,"""GaoFeng Feng""",4285,0%,840,"""Xinjiang,China,Asia"""
545,"""Split Mountain""",4285,94.6%,126431,"""California,UnitedStates,NorthAmerica"""
546,"""Handies Peak""",4283,95.97%,90882,"""Colorado,UnitedStates,NorthAmerica"""
547,"""Cofre de Perote""",4282,78.87%,21322,"""Veracruz,Mexico,NorthAmerica"""
548,"""Culebra Peak""",4282,97.73%,71384,"""Colorado,UnitedStates,NorthAmerica"""
549,"""Mount Lindsey""",4282,91.13%,43401,"""Colorado,UnitedStates,NorthAmerica"""
550,"""Ellingwood Point""",4280,88.8%,31020,"""Colorado,UnitedStates,NorthAmerica"""
551,"""North Eolus""",4279,72.08%,11296,"""Colorado,UnitedStates,NorthAmerica"""
552,"""Little Bear Peak""",4278,94.7%,69889,"""Colorado,UnitedStates,NorthAmerica"""
553,"""Redcloud Peak""",4278,91.4%,47675,"""Colorado,UnitedStates,NorthAmerica"""
554,"""Mount Sherman""",4278,91.14%,101801,"""Colorado,UnitedStates,NorthAmerica"""
555,"""Shekar Leghas (Nazer)""",4278,87.23%,10152,"""Mazandaran,Iran,Asia"""
556,"""Mount Langley""",4275,97.98%,211835,"""California,UnitedStates,NorthAmerica"""
557,"""Finsteraarhorn""",4274,92.53%,79441,"""BerneseOberland,Switzerland,Europe"""
558,"""San Luis Peak""",4273,91.75%,64168,"""Colorado,UnitedStates,NorthAmerica"""
559,"""Mount Tyndall""",4273,92.75%,100635,"""California,UnitedStates,NorthAmerica"""
560,"""Pyramid Peak""",4273,96.83%,62282,"""Colorado,UnitedStates,NorthAmerica"""
561,"""Wilson Peak""",4272,99.16%,74939,"""Colorado,UnitedStates,NorthAmerica"""
562,"""Il Naso del Lyskamm""",4272,86.36%,8775,"""Wallis,Italy,Switzerland,Europe"""
563,"""Wetterhorn Peak (Colorado)""",4272,99.17%,84947,"""Colorado,UnitedStates,NorthAmerica"""
564,"""North Maroon Peak""",4271,94.82%,48306,"""Colorado,UnitedStates,NorthAmerica"""
565,"""Huron Peak""",4271,92.32%,68971,"""Colorado,UnitedStates,NorthAmerica"""
566,"""Mount Muir""",4271,89.33%,86693,"""California,UnitedStates,NorthAmerica"""
567,"""Middle Palisade""",4271,91.13%,103620,"""California,UnitedStates,NorthAmerica"""
568,"""Sunshine Peak""",4269,89.77%,42947,"""Colorado,UnitedStates,NorthAmerica"""
569,"""Holy Cross, Mount of the""",4269,99.5%,173794,"""Colorado,UnitedStates,NorthAmerica"""
570,"""Thunderbolt Peak""",4268,95.97%,85791,"""California,UnitedStates,NorthAmerica"""
571,"""Harzeh Kooh""",4268,88.19%,8213,"""Tehran,Iran,Asia"""
572,"""Sunlight Spire""",4267,86.61%,24756,"""Colorado,UnitedStates,NorthAmerica"""
573,"""Mount Barnard""",4264,88.61%,38360,"""California,UnitedStates,NorthAmerica"""
574,"""Grizzly Peak A""",4264,87.31%,24639,"""Colorado,UnitedStates,NorthAmerica"""
575,"""Fuya Fuya/Cerro Negro""",4263,89.01%,22678,"""Imbabura,Pichincha,Ecuador,SouthAmerica"""
576,"""Mount Humphreys""",4263,95.82%,93737,"""California,UnitedStates,NorthAmerica"""
577,"""Stewart Peak""",4262,86.85%,25039,"""Colorado,UnitedStates,NorthAmerica"""
578,"""Columbia Point (Kat Carson)""",4261,86.49%,28382,"""Colorado,UnitedStates,NorthAmerica"""
579,"""Mount Keith""",4260,83.69%,31924,"""California,UnitedStates,NorthAmerica"""
580,"""Peak Delone""",4260,74.92%,2592,"""Russia,Asia"""
581,"""Chapakro (Makhroot Sar)""",4260,84.27%,10435,"""Mazandaran,Iran,Asia"""
582,"""Mount Stanford""",4259,84.65%,28375,"""California,UnitedStates,NorthAmerica"""
583,"""Peak Shurovskogo""",4259,77.48%,4775,"""Russia,Europe"""
584,"""Pigeon Peak""",4259,95.51%,40751,"""Colorado,UnitedStates,NorthAmerica"""
585,"""Mount Ouray""",4258,88.03%,41284,"""Colorado,UnitedStates,NorthAmerica"""
586,"""Paloon Gardan &amp; Palvan""",4256,85.36%,9318,"""Tehran/Mazandaran,Iran,Asia"""
